Municipio,Codigo ,Total
Itatinga,  3 523 503 ,   19 070
Itirapina,  3 523 602 ,   16 148
Itirapuã,  3 523 701 ,   5 779
Itobi,  3 523 800 ,   8 046
Itu,  3 523 909 ,   168 240
Itupeva,  3 524 006 ,   70 616
Ituverava,  3 524 105 ,   37 571
Jaborandi,  3 524 204 ,   6 221
Jaboticabal,  3 524 303 ,   71 821
Jacareí,  3 524 402 ,   240 275
Jaci,  3 524 501 ,   7 613
Jacupiranga,  3 524 600 ,   16 097
Jaguariúna,  3 524 709 ,   59 347
Jales,  3 524 808 ,   48 776
Jambeiro,  3 524 907 ,   6 397
Jandira,  3 525 003 ,   118 045
Jardinópolis,  3 525 102 ,   45 282
Jarinu,  3 525 201 ,   37 535
Jaú,  3 525 300 ,   133 497
Jeriquara,  3 525 409 ,   3 863
Joanópolis,  3 525 508 ,   12 815
João Ramalho,  3 525 607 ,   4 371
José Bonifácio,  3 525 706 ,   36 633
Júlio Mesquita,  3 525 805 ,   4 254
Jumirim,  3 525 854 ,   3 056
Jundiaí,  3 525 904 ,   443 221
Junqueirópolis,  3 526 001 ,   20 448
Juquiá,  3 526 100 ,   17 154
Juquitiba,  3 526 209 ,   27 404
Lagoinha,  3 526 308 ,   5 083
Laranjal Paulista,  3 526 407 ,   26 261
Lavínia,  3 526 506 ,   9 689
Lavrinhas,  3 526 605 ,   7 171
Leme,  3 526 704 ,   98 161
Lençóis Paulista,  3 526 803 ,   66 505
Limeira,  3 526 902 ,   291 869
Lindóia,  3 527 009 ,   7 014
Lins,  3 527 108 ,   74 779
Lorena,  3 527 207 ,   84 855
Lourdes,  3 527 256 ,   1 950
Louveira,  3 527 306 ,   51 847
Lucélia,  3 527 405 ,   20 061
Lucianópolis,  3 527 504 ,   2 372
Luís Antônio,  3 527 603 ,   12 265
Luiziânia,  3 527 702 ,   4 701
Lupércio,  3 527 801 ,   3 981
Lutécia,  3 527 900 ,   2 661
Macatuba,  3 528 007 ,   16 829
Macaubal,  3 528 106 ,   7 481
Macedônia,  3 528 205 ,   3 963
Magda,  3 528 304 ,   3 165
Mairinque,  3 528 403 ,   50 027
Mairiporã,  3 528 502 ,   93 853
Manduri,  3 528 601 ,   9 871
Marabá Paulista,  3 528 700 ,   4 573
Maracaí,  3 528 809 ,   12 673
Marapoama,  3 528 858 ,   3 292
Mariápolis,  3 528 908 ,   3 513
Marília,  3 529 005 ,   237 627
Marinópolis,  3 529 104 ,   1 860
Martinópolis,  3 529 203 ,   24 881
Matão,  3 529 302 ,   79 033
Mauá,  3 529 401 ,   418 261
Mendonça,  3 529 500 ,   6 159
Meridiano,  3 529 609 ,   4 572
Mesópolis,  3 529 658 ,   1 952
Miguelópolis,  3 529 708 ,   19 441
Mineiros do Tietê,  3 529 807 ,   11 230
Miracatu,  3 529 906 ,   18 553
Mira Estrela,  3 530 003 ,   3 126
Mirandópolis,  3 530 102 ,   27 983
Mirante do Paranapanema,  3 530 201 ,   15 917
Mirassol,  3 530 300 ,   63 337
Mirassolândia,  3 530 409 ,   4 669
Mococa,  3 530 508 ,   67 681
Mogi das Cruzes,  3 530 607 ,   451 505
Mogi Guaçu,  3 530 706 ,   153 658
Mogi Mirim,  3 530 805 ,   92 558
Mombuca,  3 530 904 ,   3 722
Monções,  3 531 001 ,   1 937
Mongaguá,  3 531 100 ,   61 951
Monte Alegre do Sul,  3 531 209 ,   8 627
Monte Alto,  3 531 308 ,   47 574
Monte Aprazível,  3 531 407 ,   22 280
Monte Azul Paulista,  3 531 506 ,   18 151
Monte Castelo,  3 531 605 ,   4 222
Monteiro Lobato,  3 531 704 ,   4 138
Monte Mor,  3 531 803 ,   64 662
Morro Agudo,  3 531 902 ,   27 933
Morungaba,  3 532 009 ,   13 720
Motuca,  3 532 058 ,   4 034
Murutinga do Sul,  3 532 108 ,   3 737
Nantes,  3 532 157 ,   2 660
Narandiba,  3 532 207 ,   5 713
Natividade da Serra,  3 532 306 ,   6 999
Nazaré Paulista,  3 532 405 ,   18 217
Neves Paulista,  3 532 504 ,   9 699
Nhandeara,  3 532 603 ,   9 852
Nipoã,  3 532 702 ,   4 750
Nova Aliança,  3 532 801 ,   6 693
Nova Campina,  3 532 827 ,   8 497
Nova Canaã Paulista,  3 532 843 ,   2 032
Nova Castilho,  3 532 868 ,   1 062
Nova Europa,  3 532 900 ,   9 311
Nova Granada,  3 533 007 ,   19 419
Nova Guataporanga,  3 533 106 ,   2 156
Nova Independência,  3 533 205 ,   4 609
Novais,  3 533 254 ,   4 412
Nova Luzitânia,  3 533 304 ,   2 837
Nova Odessa,  3 533 403 ,   62 019
Novo Horizonte,  3 533 502 ,   38 324
Nuporanga,  3 533 601 ,   7 391
Ocauçu,  3 533 700 ,   4 331
Óleo,  3 533 809 ,   2 512
Olímpia,  3 533 908 ,   55 074
Onda Verde,  3 534 005 ,   4 771
Oriente,  3 534 104 ,   6 085
Orindiúva,  3 534 203 ,   6 024
Orlândia,  3 534 302 ,   38 319
Osasco,  3 534 401 ,   728 615
Oscar Bressane,  3 534 500 ,   2 470
Osvaldo Cruz,  3 534 609 ,   31 272
Ourinhos,  3 534 708 ,   103 970
Ouroeste,  3 534 757 ,   10 294
Ouro Verde,  3 534 807 ,   7 779
Pacaembu,  3 534 906 ,   14 877
Palestina,  3 535 002 ,   11 476
Palmares Paulista,  3 535 101 ,   9 650
Palmeira d'Oeste,  3 535 200 ,   8 903
Palmital,  3 535 309 ,   19 594
Panorama,  3 535 408 ,   14 964
Paraguaçu Paulista,  3 535 507 ,   41 120
Paraibuna,  3 535 606 ,   17 667
Paraíso,  3 535 705 ,   6 099
Paranapanema,  3 535 804 ,   19 395
Paranapuã,  3 535 903 ,   4 031
Parapuã,  3 536 000 ,   10 580
Pardinho,  3 536 109 ,   7 153
Pariquera-Açu,  3 536 208 ,   19 233
Parisi,  3 536 257 ,   2 892
Patrocínio Paulista,  3 536 307 ,   14 512
Paulicéia,  3 536 406 ,   7 955
Paulínia,  3 536 505 ,   110 537
Paulistânia,  3 536 570 ,   2 090
Paulo de Faria,  3 536 604 ,   7 400
Pederneiras,  3 536 703 ,   44 827
Pedra Bela,  3 536 802 ,   6 557
Pedranópolis,  3 536 901 ,   2 787
Pedregulho,  3 537 008 ,   15 525
Pedreira,  3 537 107 ,   43 112
Pedrinhas Paulista,  3 537 156 ,   2 804
Pedro de Toledo,  3 537 206 ,   11 281
Penápolis,  3 537 305 ,   61 679
Pereira Barreto,  3 537 404 ,   24 095
Pereiras,  3 537 503 ,   8 737
Peruíbe,  3 537 602 ,   68 352
Piacatu,  3 537 701 ,   5 519
Piedade,  3 537 800 ,   52 970
Pilar do Sul,  3 537 909 ,   27 619
Pindamonhangaba,  3 538 006 ,   165 428
Pindorama,  3 538 105 ,   14 542
Pinhalzinho,  3 538 204 ,   15 224
Piquerobi,  3 538 303 ,   3 264
Piquete,  3 538 501 ,   12 490
Piracaia,  3 538 600 ,   26 029
Piracicaba,  3 538 709 ,   423 323
Piraju,  3 538 808 ,   29 436
Pirajuí,  3 538 907 ,   22 431
Pirangi,  3 539 004 ,   10 885
Pirapora do Bom Jesus,  3 539 103 ,   18 370
Pirapozinho,  3 539 202 ,   25 348
Pirassununga,  3 539 301 ,   73 545
Piratininga,  3 539 400 ,   15 108
Pitangueiras,  3 539 509 ,   33 674
Planalto,  3 539 608 ,   4 389
Platina,  3 539 707 ,   3 025
Poá,  3 539 806 ,   103 765
Poloni,  3 539 905 ,   5 592
Pompéia,  3 540 002 ,   20 196
Pongaí,  3 540 101 ,   3 395
Pontal,  3 540 200 ,   37 607
Pontalinda,  3 540 259 ,   4 127
Pontes Gestal,  3 540 309 ,   2 387
Populina,  3 540 408 ,   4 127
Porangaba,  3 540 507 ,   10 451
Porto Feliz,  3 540 606 ,   56 497
Porto Ferreira,  3 540 705 ,   52 649
Potim,  3 540 754 ,   20 392
Potirendaba,  3 540 804 ,   18 496
Pracinha,  3 540 853 ,   2 578
Pradópolis,  3 540 903 ,   17 078
Praia Grande,  3 541 000 ,   349 935
Pratânia,  3 541 059 ,   5 126
Presidente Alves,  3 541 109 ,   3 804
Presidente Bernardes,  3 541 208 ,   14 490
Presidente Epitácio,  3 541 307 ,   39 505
Presidente Prudente,  3 541 406 ,   225 668
Presidente Venceslau,  3 541 505 ,   35 201
Promissão,  3 541 604 ,   35 131
Quadra,  3 541 653 ,   3 405
Quatá,  3 541 703 ,   13 163
Queiroz,  3 541 802 ,   3 265
Queluz,  3 541 901 ,   9 159
Quintana,  3 542 008 ,   7 038
Rafard,  3 542 107 ,   8 965
Rancharia,  3 542 206 ,   28 588
Redenção da Serra,  3 542 305 ,   4 494
Regente Feijó,  3 542 404 ,   20 145
Reginópolis,  3 542 503 ,   7 662
Registro,  3 542 602 ,   59 947
Restinga,  3 542 701 ,   6 404
Ribeira,  3 542 800 ,   3 132
Ribeirão Bonito,  3 542 909 ,   10 989
Ribeirão Branco,  3 543 006 ,   18 627
Ribeirão Corrente,  3 543 105 ,   4 608
Ribeirão do Sul,  3 543 204 ,   4 677
Ribeirão dos Índios,  3 543 238 ,   2 025
Ribeirão Grande,  3 543 253 ,   7 450
Ribeirão Pires,  3 543 303 ,   115 559
Ribeirão Preto,  3 543 402 ,   698 642
Riversul,  3 543 501 ,   5 599
Rifaina,  3 543 600 ,   4 049
Rincão,  3 543 709 ,   9 098
Rinópolis,  3 543 808 ,   9 259
Rio Claro,  3 543 907 ,   201 418
Rio das Pedras,  3 544 004 ,   31 328
Rio Grande da Serra,  3 544 103 ,   44 170
Riolândia,  3 544 202 ,   10 309
Rosana,  3 544 251 ,   17 440
Roseira,  3 544 301 ,   10 832
Rubiácea,  3 544 400 ,   2 700
Rubinéia,  3 544 509 ,   3 833
Sabino,  3 544 608 ,   5 112
Sagres,  3 544 707 ,   2 474
Sales,  3 544 806 ,   6 437
Sales Oliveira,  3 544 905 ,   11 411
Salesópolis,  3 545 001 ,   15 202
Salmourão,  3 545 100 ,   4 808
Saltinho,  3 545 159 ,   8 161
Salto,  3 545 209 ,   134 319
Salto de Pirapora,  3 545 308 ,   43 748
Salto Grande,  3 545 407 ,   9 050
Sandovalina,  3 545 506 ,   3 645
Santa Adélia,  3 545 605 ,   14 018
Santa Albertina,  3 545 704 ,   6 393
Santa Bárbara d'Oeste,  3 545 803 ,   183 347
Santa Branca,  3 546 009 ,   13 975
Santa Clara d'Oeste,  3 546 108 ,   2 598
Santa Cruz da Conceição,  3 546 207 ,   4 277
Santa Cruz da Esperança,  3 546 256 ,   2 116
Santa Cruz das Palmeiras,  3 546 306 ,   28 864
Santa Cruz do Rio Pardo,  3 546 405 ,   46 442
Santa Ernestina,  3 546 504 ,   6 118
Santa Fé do Sul,  3 546 603 ,   34 794
Santa Gertrudes,  3 546 702 ,   23 611
Santa Isabel,  3 546 801 ,   53 174
Santa Lúcia,  3 546 900 ,   7 149
Santa Maria da Serra,  3 547 007 ,   5 243
Santa Mercedes,  3 547 106 ,   2 956
Santana da Ponte Pensa,  3 547 205 ,   1 670
Santana de Parnaíba,  3 547 304 ,   154 105
Santa Rita d'Oeste,  3 547 403 ,   2 733
Santa Rita do Passa Quatro,  3 547 502 ,   24 833
Santa Rosa de Viterbo,  3 547 601 ,   23 411
Santa Salete,  3 547 650 ,   1 645
Santo Anastácio,  3 547 700 ,   17 963
Santo André,  3 547 809 ,   748 919
Santo Antônio da Alegria,  3 547 908 ,   6 775
Santo Antônio de Posse,  3 548 005 ,   23 244
Santo Antônio do Aracanguá,  3 548 054 ,   8 379
Santo Antônio do Jardim,  3 548 104 ,   6 126
Santo Antônio do Pinhal,  3 548 203 ,   7 133
Santo Expedito,  3 548 302 ,   3 000
Santópolis do Aguapeí,  3 548 401 ,   3 899
Santos,  3 548 500 ,   418 608
São Bento do Sapucaí,  3 548 609 ,   11 674
São Bernardo do Campo,  3 548 708 ,   810 729
São Caetano do Sul,  3 548 807 ,   165 655
São Carlos,  3 548 906 ,   254 857
São Francisco,  3 549 003 ,   2 602
São João da Boa Vista,  3 549 102 ,   92 547
São João das Duas Pontes,  3 549 201 ,   2 580
São João de Iracema,  3 549 250 ,   1 846
São João do Pau d'Alho,  3 549 300 ,   2 242
São Joaquim da Barra,  3 549 409 ,   48 558
São José da Bela Vista,  3 549 508 ,   7 626
São José do Barreiro,  3 549 607 ,   3 853
São José do Rio Pardo,  3 549 706 ,   52 205
São José do Rio Preto,  3 549 805 ,   480 393
São José dos Campos,  3 549 904 ,   697 054
São Lourenço da Serra,  3 549 953 ,   16 067
São Luiz do Paraitinga,  3 550 001 ,   10 337
São Manuel,  3 550 100 ,   37 289
São Miguel Arcanjo,  3 550 209 ,   32 039
São Paulo,  3 550 308 ,  11 451 999
São Pedro,  3 550 407 ,   38 256
São Pedro do Turvo,  3 550 506 ,   7 217
São Roque,  3 550 605 ,   79 484
São Sebastião,  3 550 704 ,   81 595
São Sebastião da Grama,  3 550 803 ,   10 441
São Simão,  3 550 902 ,   13 442
São Vicente,  3 551 009 ,   329 911
Sarapuí,  3 551 108 ,   10 369
Sarutaiá,  3 551 207 ,   3 704
Sebastianópolis do Sul,  3 551 306 ,   3 130
Serra Azul,  3 551 405 ,   12 746
Serrana,  3 551 504 ,   43 909
Serra Negra,  3 551 603 ,   29 894
Sertãozinho,  3 551 702 ,   126 887
Sete Barras,  3 551 801 ,   12 730
Severínia,  3 551 900 ,   14 576
Silveiras,  3 552 007 ,   6 186
Socorro,  3 552 106 ,   40 122
Sorocaba,  3 552 205 ,   723 682
Sud Mennucci,  3 552 304 ,   7 355
Sumaré,  3 552 403 ,   279 545
Suzano,  3 552 502 ,   307 429
Suzanápolis,  3 552 551 ,   3 408
Tabapuã,  3 552 601 ,   11 323
Tabatinga,  3 552 700 ,   14 769
Taboão da Serra,  3 552 809 ,   273 542
Taciba,  3 552 908 ,   6 260
Taguaí,  3 553 005 ,   12 669
Taiaçu,  3 553 104 ,   5 677
Taiúva,  3 553 203 ,   6 548
Tambaú,  3 553 302 ,   21 435
Tanabi,  3 553 401 ,   25 265
Tapiraí,  3 553 500 ,   7 996
Tapiratiba,  3 553 609 ,   11 816
Taquaral,  3 553 658 ,   2 619
Taquaritinga,  3 553 708 ,   52 260
Taquarituba,  3 553 807 ,   24 350
Taquarivaí,  3 553 856 ,   6 876
Tarabai,  3 553 906 ,   6 536
Tarumã,  3 553 955 ,   14 882
Tatuí,  3 554 003 ,   123 942
Taubaté,  3 554 102 ,   310 739
Tejupá,  3 554 201 ,   4 127
Teodoro Sampaio,  3 554 300 ,   22 173
Terra Roxa,  3 554 409 ,   7 904
Tietê,  3 554 508 ,   37 663
Timburi,  3 554 607 ,   2 464
Torre de Pedra,  3 554 656 ,   2 046
Torrinha,  3 554 706 ,   9 335
Trabiju,  3 554 755 ,   1 682
Tremembé,  3 554 805 ,   51 173
Três Fronteiras,  3 554 904 ,   6 804
Tuiuti,  3 554 953 ,   6 778
Tupã,  3 555 000 ,   63 928
Tupi Paulista,  3 555 109 ,   15 854
Turiúba,  3 555 208 ,   1 818
Turmalina,  3 555 307 ,   1 669
Ubarana,  3 555 356 ,   5 365
Ubatuba,  3 555 406 ,   92 981
Ubirajara,  3 555 505 ,   5 132
Uchoa,  3 555 604 ,   10 394
União Paulista,  3 555 703 ,   1 603
Urânia,  3 555 802 ,   8 833
Uru,  3 555 901 ,   1 387
Urupês,  3 556 008 ,   13 744
Valentim Gentil,  3 556 107 ,   14 098
Valinhos,  3 556 206 ,   126 373
Valparaíso,  3 556 305 ,   24 241
Vargem,  3 556 354 ,   10 512
Vargem Grande do Sul,  3 556 404 ,   40 133
Vargem Grande Paulista,  3 556 453 ,   50 415
Várzea Paulista,  3 556 503 ,   115 771
Vera Cruz,  3 556 602 ,   10 176
Vinhedo,  3 556 701 ,   76 540
Viradouro,  3 556 800 ,   17 414
Vista Alegre do Alto,  3 556 909 ,   8 109
Vitória Brasil,  3 556 958 ,   1 794
Votorantim,  3 557 006 ,   127 923
Votuporanga,  3 557 105 ,   96 634
Zacarias,  3 557 154 ,   2 692
Chavantes,  3 557 204 ,   12 211
Estiva Gerbi,  3 557 303 ,   11 295
Abatiá,  4 100 103 ,   7 241
Adrianópolis,  4 100 202 ,   6 256
Agudos do Sul,  4 100 301 ,   10 233
Almirante Tamandaré,  4 100 400 ,   119 825
Altamira do Paraná,  4 100 459 ,   3 590
Altônia,  4 100 509 ,   18 742
Alto Paraná,  4 100 608 ,   13 909
Alto Piquiri,  4 100 707 ,   9 727
Alvorada do Sul,  4 100 806 ,   10 326
Amaporã,  4 100 905 ,   4 762
Ampére,  4 101 002 ,   19 620
Anahy,  4 101 051 ,   2 918
Andirá,  4 101 101 ,   19 878
Ângulo,  4 101 150 ,   3 235
Antonina,  4 101 200 ,   18 091
Antônio Olinto,  4 101 309 ,   7 018
Apucarana,  4 101 408 ,   130 134
Arapongas,  4 101 507 ,   119 138
Arapoti,  4 101 606 ,   25 777
Arapuã,  4 101 655 ,   3 527
Araruna,  4 101 705 ,   14 485
Araucária,  4 101 804 ,   151 666
Ariranha do Ivaí,  4 101 853 ,   2 329
Assaí,  4 101 903 ,   13 797
Assis Chateaubriand,  4 102 000 ,   36 808
Astorga,  4 102 109 ,   25 475
Atalaia,  4 102 208 ,   3 980
Balsa Nova,  4 102 307 ,   13 395
Bandeirantes,  4 102 406 ,   31 273
Barbosa Ferraz,  4 102 505 ,   10 795
Barracão,  4 102 604 ,   9 759
Barra do Jacaré,  4 102 703 ,   2 814
Bela Vista da Caroba,  4 102 752 ,   4 031
Bela Vista do Paraíso,  4 102 802 ,   14 833
Bituruna,  4 102 901 ,   15 533
Boa Esperança,  4 103 008 ,   4 558
Boa Esperança do Iguaçu,  4 103 024 ,   2 455
Boa Ventura de São Roque,  4 103 040 ,   6 378
Boa Vista da Aparecida,  4 103 057 ,   7 924
Bocaiúva do Sul,  4 103 107 ,   13 299
Bom Jesus do Sul,  4 103 156 ,   3 980
Bom Sucesso,  4 103 206 ,   6 581
Bom Sucesso do Sul,  4 103 222 ,   3 202
Borrazópolis,  4 103 305 ,   7 735
Braganey,  4 103 354 ,   4 854
Brasilândia do Sul,  4 103 370 ,   3 708
Cafeara,  4 103 404 ,   2 627
Cafelândia,  4 103 453 ,   18 997
Cafezal do Sul,  4 103 479 ,   4 473
Califórnia,  4 103 503 ,   8 710
Cambará,  4 103 602 ,   23 212
Cambé,  4 103 701 ,   107 208
Cambira,  4 103 800 ,   9 460
Campina da Lagoa,  4 103 909 ,   15 723
Campina do Simão,  4 103 958 ,   3 936
Campina Grande do Sul,  4 104 006 ,   47 825
Campo Bonito,  4 104 055 ,   4 027
Campo do Tenente,  4 104 105 ,   7 508
Campo Largo,  4 104 204 ,   136 327
Campo Magro,  4 104 253 ,   30 160
Campo Mourão,  4 104 303 ,   99 432
Cândido de Abreu,  4 104 402 ,   15 244
Candói,  4 104 428 ,   14 973
Cantagalo,  4 104 451 ,   10 933
Capanema,  4 104 501 ,   20 481
Capitão Leônidas Marques,  4 104 600 ,   14 648
Carambeí,  4 104 659 ,   23 283
Carlópolis,  4 104 709 ,   16 905
Cascavel,  4 104 808 ,   348 051
Castro,  4 104 907 ,   73 075
Catanduvas,  4 105 003 ,   10 446
Centenário do Sul,  4 105 102 ,   10 832
Cerro Azul,  4 105 201 ,   16 134
Céu Azul,  4 105 300 ,   11 087
Chopinzinho,  4 105 409 ,   21 085
Cianorte,  4 105 508 ,   79 527
Cidade Gaúcha,  4 105 607 ,   11 467
Clevelândia,  4 105 706 ,   15 070
Colombo,  4 105 805 ,   232 212
Colorado,  4 105 904 ,   22 896
Congonhinhas,  4 106 001 ,   8 320
Conselheiro Mairinck,  4 106 100 ,   3 461
Contenda,  4 106 209 ,   19 128
Corbélia,  4 106 308 ,   17 470
Cornélio Procópio,  4 106 407 ,   45 206
Coronel Domingos Soares,  4 106 456 ,   5 649
Coronel Vivida,  4 106 506 ,   23 331
Corumbataí do Sul,  4 106 555 ,   3 760
Cruzeiro do Iguaçu,  4 106 571 ,   4 133
Cruzeiro do Oeste,  4 106 605 ,   23 831
Cruzeiro do Sul,  4 106 704 ,   4 494
Cruz Machado,  4 106 803 ,   15 978
Cruzmaltina,  4 106 852 ,   2 892
Curitiba,  4 106 902 ,  1 773 718
Curiúva,  4 107 009 ,   13 647
Diamante do Norte,  4 107 108 ,   5 142
Diamante do Sul,  4 107 124 ,   3 171
Diamante D'Oeste,  4 107 157 ,   4 557
Dois Vizinhos,  4 107 207 ,   44 869
Douradina,  4 107 256 ,   9 161
Doutor Camargo,  4 107 306 ,   6 327
Enéas Marques,  4 107 405 ,   5 999
Engenheiro Beltrão,  4 107 504 ,   12 454
Esperança Nova,  4 107 520 ,   1 849
Entre Rios do Oeste,  4 107 538 ,   4 575
Espigão Alto do Iguaçu,  4 107 546 ,   4 797
Farol,  4 107 553 ,   3 039
Faxinal,  4 107 603 ,   16 389
Fazenda Rio Grande,  4 107 652 ,   148 873
Fênix,  4 107 702 ,   4 492
Fernandes Pinheiro,  4 107 736 ,   6 255
Figueira,  4 107 751 ,   8 062
Floraí,  4 107 801 ,   4 792
Flor da Serra do Sul,  4 107 850 ,   4 364
Floresta,  4 107 900 ,   10 458
Florestópolis,  4 108 007 ,   11 446
Flórida,  4 108 106 ,   2 652
Formosa do Oeste,  4 108 205 ,   7 635
Foz do Iguaçu,  4 108 304 ,   285 415
Francisco Alves,  4 108 320 ,   8 116
Francisco Beltrão,  4 108 403 ,   96 666
Foz do Jordão,  4 108 452 ,   4 926
General Carneiro,  4 108 502 ,   11 062
Godoy Moreira,  4 108 551 ,   2 977
Goioerê,  4 108 601 ,   28 437
Goioxim,  4 108 650 ,   6 566
Grandes Rios,  4 108 700 ,   5 641
Guaíra,  4 108 809 ,   32 097
Guairaçá,  4 108 908 ,   6 587
Guamiranga,  4 108 957 ,   7 856
Guapirama,  4 109 005 ,   4 626
Guaporema,  4 109 104 ,   2 191
Guaraci,  4 109 203 ,   4 748
Guaraniaçu,  4 109 302 ,   13 735
Guarapuava,  4 109 401 ,   182 093
Guaraqueçaba,  4 109 500 ,   7 430
Guaratuba,  4 109 609 ,   42 062
Honório Serpa,  4 109 658 ,   4 941
Ibaiti,  4 109 708 ,   28 830
Ibema,  4 109 757 ,   6 218
Ibiporã,  4 109 807 ,   51 603
Icaraíma,  4 109 906 ,   8 991
Iguaraçu,  4 110 003 ,   5 338
Iguatu,  4 110 052 ,   2 144
Imbaú,  4 110 078 ,   14 249
Imbituva,  4 110 102 ,   29 924
Inácio Martins,  4 110 201 ,   9 670
Inajá,  4 110 300 ,   2 536
Indianópolis,  4 110 409 ,   4 448
Ipiranga,  4 110 508 ,   14 142
Iporã,  4 110 607 ,   15 746
Iracema do Oeste,  4 110 656 ,   2 343
Irati,  4 110 706 ,   59 250
Iretama,  4 110 805 ,   10 684
Itaguajé,  4 110 904 ,   4 481
Itaipulândia,  4 110 953 ,   11 485
Itambaracá,  4 111 001 ,   5 908
Itambé,  4 111 100 ,   6 111
Itapejara d'Oeste,  4 111 209 ,   12 344
Itaperuçu,  4 111 258 ,   31 217
Itaúna do Sul,  4 111 308 ,   3 572
Ivaí,  4 111 407 ,   13 229
Ivaiporã,  4 111 506 ,   32 720
Ivaté,  4 111 555 ,   6 831
Ivatuba,  4 111 605 ,   2 708
Jaboti,  4 111 704 ,   5 427
Jacarezinho,  4 111 803 ,   40 375
Jaguapitã,  4 111 902 ,   15 122
Jaguariaíva,  4 112 009 ,   35 141
Jandaia do Sul,  4 112 108 ,   21 408
Janiópolis,  4 112 207 ,   5 870
Japira,  4 112 306 ,   4 972
Japurá,  4 112 405 ,   9 144
Jardim Alegre,  4 112 504 ,   12 004
Jardim Olinda,  4 112 603 ,   1 343
Jataizinho,  4 112 702 ,   11 813
Jesuítas,  4 112 751 ,   10 506
Joaquim Távora,  4 112 801 ,   11 945
Jundiaí do Sul,  4 112 900 ,   3 333
Juranda,  4 112 959 ,   7 771
Jussara,  4 113 007 ,   6 690
Kaloré,  4 113 106 ,   4 582
Lapa,  4 113 205 ,   45 003
Laranjal,  4 113 254 ,   5 600
Laranjeiras do Sul,  4 113 304 ,   32 227
Leópolis,  4 113 403 ,   3 752
Lidianópolis,  4 113 429 ,   3 938
Lindoeste,  4 113 452 ,   5 175
Loanda,  4 113 502 ,   23 225
Lobato,  4 113 601 ,   4 601
Londrina,  4 113 700 ,   555 965
Luiziana,  4 113 734 ,   6 690
Lunardelli,  4 113 759 ,   4 872
Lupionópolis,  4 113 809 ,   4 813
Mallet,  4 113 908 ,   13 428
Mamborê,  4 114 005 ,   13 452
Mandaguaçu,  4 114 104 ,   31 457
Mandaguari,  4 114 203 ,   36 716
Mandirituba,  4 114 302 ,   27 439
Manfrinópolis,  4 114 351 ,   2 770
Mangueirinha,  4 114 401 ,   16 603
Manoel Ribas,  4 114 500 ,   14 240
Marechal Cândido Rondon,  4 114 609 ,   55 836
Maria Helena,  4 114 708 ,   5 865
